YEAR,CLUSTER,X,Y
2018,12,71.58091,-37.22348
2018,2,-17.920218,-76.66932
2016,52,56.996834,7.4672766
2016,15,9.611485,-5.2665
2016,0,79.22687,52.967434
2016,4,-23.764704,65.56836
2016,1,-6.622867,78.823326
2016,3,10.558396,34.01023
2016,10,-57.32051,-16.489605
2016,46,-61.948757,-63.978394
2016,34,-58.201347,-56.079674
2016,47,-34.939552,-50.724064
2016,48,-96.814354,4.4588485
2016,64,-81.63901,-21.896257
2016,10,-87.53924,24.012451
2016,2,-24.851418,-76.2026
2016,12,73.60709,-27.63704
2005,33,-6.6314507,41.331207
2005,84,-6.7130117,41.2641
2005,33,50.443417,51.212284
2005,33,-4.794546,43.871178
2005,42,-8.462693,40.321423
2005,42,-3.7748237,-35.82008
2005,6,-6.7567234,1.1793858
2005,33,0.38986403,-26.418406
2005,56,-15.997253,57.172466
2005,3,-56.68668,-11.4681635
2011,0,52.724342,49.4378
2011,42,-33.06785,35.614597
2011,76,-22.607227,27.044996
2011,72,-20.565493,14.017055
2011,11,-30.009308,26.511541
2020,66,-1.7795901,48.236427
2020,73,-36.48776,10.557015
2020,79,-36.17274,8.234302
2020,73,-71.75452,64.49244
2020,73,-72.20296,63.75167
2020,73,-70.64178,53.906986
2020,67,-23.687347,-1.9331832
2022,31,21.984852,-20.58075
2022,11,20.308935,-18.324196
2022,42,21.797863,-21.009441
2022,18,-88.7202,14.042118
2022,7,22.25037,-20.155682
2022,11,20.283794,-18.3556
2022,7,22.348017,-18.896013
2022,32,14.490692,65.15476
2004,7,4.995442,-10.896687
2004,74,55.962193,-46.35463
2004,71,55.890762,-46.425365
2019,50,5.129179,89.96067
2019,22,29.255022,25.776623
2019,53,32.660645,23.3515
2019,6,38.224857,-25.813677
2019,0,39.038193,78.13164
2019,12,87.85283,-12.746102
2019,20,8.389811,-48.600548
2019,23,16.144241,-5.40834
2019,7,9.6536875,-2.8968136
2019,43,37.802742,24.009468
2019,10,-49.60047,-19.56479
2019,9,-44.9577,-32.20877
2019,34,-61.710777,-56.822437
2019,47,-40.79942,-50.45013
2019,59,-76.41602,-47.23648
2019,35,-95.329926,0.031120464
2019,18,-85.56753,-23.194252
2019,10,-85.662384,18.601635
2019,29,-78.66703,38.95287
2019,32,-36.93935,-12.737246
2016,22,22.620985,19.875757
2016,0,48.40377,55.54369
2016,12,90.116615,-5.136652
2016,10,-54.337345,-17.98202
2016,34,-64.8322,-56.91552
2016,47,-43.933014,-53.682465
2016,59,-81.69098,-48.523056
2016,35,-99.54285,1.037253
2016,64,-93.85043,-25.821095
2016,10,-86.10269,20.42441
2016,37,-57.89614,33.757977
2016,54,25.683617,47.00393
2016,4,-20.048897,60.871998
2016,2,-26.19091,-80.85199
2016,1,0.40737757,77.55374
2018,79,-31.152607,10.018516
2018,20,-8.419831,-41.993244
2018,67,2.0649781,8.654717
2018,8,0.3446265,-0.88700205
